gene_id	C1	C2	H1	H2
TcCLB.511821.50	1237	1672	1125	1028
TcCLB.511821.60	1691	2438	1556	1521
TcCLB.511821.70	930	1328	1055	1074
TcCLB.511821.80	2351	3350	2305	2104
TcCLB.511821.90	1148	1537	1140	1040
TcCLB.511821.100	1369	1874	1438	1352
TcCLB.511821.110	1444	1909	1300	1298
TcCLB.511821.120	1328	1786	1345	1257
TcCLB.511821.130	1856	2583	1747	1693
TcCLB.511821.140	821	1213	929	979
TcCLB.511821.150	1812	2616	2357	2382
TcCLB.511821.160	479	634	500	462
TcCLB.511821.170	882	1117	786	791
TcCLB.511821.179	261	386	389	372
TcCLB.511823.14	159	231	333	319
TcCLB.511823.30	2413	3139	1925	1739
TcCLB.511823.50	1276	1570	1031	985
TcCLB.511823.70	1765	2330	1647	1687
TcCLB.511823.79	1338	1790	1342	1268
TcCLB.511825.4	1413	1913	1312	1291
TcCLB.511825.10	1702	2138	1788	1863
TcCLB.511825.20	1387	1712	1304	1244
TcCLB.511825.30	1274	1591	1862	1819
TcCLB.511825.40	117	144	131	123
TcCLB.511825.50	112	158	96	103
TcCLB.511825.60	1360	1711	1257	1182
TcCLB.511825.63	1127	1394	1078	1005
TcCLB.511825.66	419	499	778	764
TcCLB.511825.69	785	978	728	635
TcCLB.511825.80	6460	8518	7189	7347
TcCLB.511825.90	2269	3042	2457	2388
TcCLB.511825.100	960	1202	854	848
TcCLB.511825.110	0	1	0	1
TcCLB.511825.120	3	3	1	2
TcCLB.511825.130	4	1	4	0
TcCLB.511825.170	1029	1322	1116	1083
TcCLB.511825.180	4948	6127	4134	3900
TcCLB.511825.190	2377	2758	1876	1784
TcCLB.511825.200	999	1324	1245	1235
TcCLB.511825.210	440	559	366	362
TcCLB.511825.220	6408	8628	5756	5671
TcCLB.511825.230	1146	1457	1237	1141
TcCLB.511825.240	329	357	254	246
TcCLB.511825.250	1748	2233	2518	2509
TcCLB.511825.260	588	697	574	557
TcCLB.509211.10	2077	2729	1924	1743
TcCLB.509211.20	1858	2197	1653	1442
TcCLB.509211.30	1672	2285	2531	2520
TcCLB.509211.39	745	998	661	595
TcCLB.511827.10	298	418	270	224
TcCLB.511827.20	4250	5437	3369	2894
TcCLB.511827.30	965	1193	722	686
TcCLB.511827.40	954	1238	895	796
TcCLB.511827.50	499	632	428	403
TcCLB.511827.60	3069	4224	3253	3248
TcCLB.511827.64	3061	4382	3366	3352
TcCLB.511827.70	1131	1505	976	913
TcCLB.511827.80	660	834	472	452
TcCLB.511827.90	320	376	270	257
TcCLB.511827.100	13049	18457	11609	11260
TcCLB.511827.110	478	665	613	566
TcCLB.511827.115	38	56	31	38
TcCLB.511827.120	1	0	2	2
TcCLB.511827.125	16	12	16	13
TcCLB.511827.130	4	15	4	3
TcCLB.511827.139	0	0	0	0
TcCLB.511829.5	1	4	1	1
TcCLB.511829.10	7	7	7	7
TcCLB.511829.20	0	0	0	0
TcCLB.504911.31	198	262	242	228
TcCLB.504911.20	98	132	106	85
TcCLB.432629.10	39	52	39	48
TcCLB.432629.30	0	0	0	1
TcCLB.507661.10	92	118	62	62
TcCLB.503655.20	25	32	31	19
TcCLB.503655.30	18	34	27	24
TcCLB.503655.40	0	1	1	2
TcCLB.506177.10	2161	2970	1952	1918
TcCLB.506177.20	2851	4094	2983	3071
TcCLB.506177.30	1847	2546	1708	1693
TcCLB.506177.40	781	1141	977	1063
TcCLB.506177.50	3319	4414	2915	2688
TcCLB.506177.60	1686	2264	1534	1322
TcCLB.506177.70	985	1345	794	774
TcCLB.506177.80	606	806	472	437
TcCLB.506177.90	391	485	342	340
TcCLB.506177.100	1438	1861	868	798
TcCLB.506177.110	679	850	612	562
TcCLB.506177.120	1305	1578	1064	974
TcCLB.506177.130	333	473	318	297
TcCLB.506177.150	1786	2511	1556	1468
TcCLB.503395.59	234	329	212	246
TcCLB.503395.50	7291	9826	8259	8103
TcCLB.503395.40	15164	20940	19637	19085
TcCLB.503395.30	1519	2317	1391	1499
TcCLB.503395.20	1355	1961	1302	1218
TcCLB.503395.10	454	627	467	390
TcCLB.507663.9	431	598	451	400
TcCLB.507663.20	2093	2710	1631	1663
TcCLB.507663.30	1305	1747	1307	1340
TcCLB.507663.40	293	397	271	294
TcCLB.507663.50	2761	3495	2380	2228
TcCLB.507663.60	657	744	489	416
TcCLB.507663.70	1316	1573	1186	1089
TcCLB.507663.80	888	1108	857	772
TcCLB.507665.10	958	1193	951	954
TcCLB.507665.30	1517	1898	1161	1078
TcCLB.507665.50	0	0	0	0
TcCLB.509661.21	72	113	62	56
TcCLB.509661.10	24	37	36	26
TcCLB.507703.10	50	62	58	48
TcCLB.504001.20	1588	2101	1862	1967
TcCLB.504001.10	5340	7017	5799	5858
TcCLB.504001.6	1715	2558	1643	1600
TcCLB.504001.3	900	1179	710	676
TcCLB.450489.10	850	1273	788	724
TcCLB.511847.10	1621	2119	1385	1378
TcCLB.511847.20	893	1126	864	748
TcCLB.511847.30	1188	1522	993	964
TcCLB.511847.40	476	629	520	601
TcCLB.511847.50	1882	2528	2051	1952
TcCLB.511847.60	2526	3248	2296	1934
TcCLB.511847.70	932	1241	889	815
TcCLB.511847.80	1612	2211	1641	1578
TcCLB.511847.89	319	497	407	405
TcCLB.503837.40	452	614	613	570
TcCLB.503837.30	1342	1693	1327	1320
TcCLB.503837.20	7127	10006	6920	6513
TcCLB.503837.10	2182	3109	1276	1163
TcCLB.503837.5	34	32	24	22
TcCLB.509225.11	0	0	0	0
TcCLB.509225.21	0	1	2	0
TcCLB.509225.30	2	4	2	2
TcCLB.509227.10	6	7	9	2
TcCLB.509227.20	2	0	0	1
TcCLB.511849.10	0	1	0	1
TcCLB.511849.15	0	0	0	0
TcCLB.511849.20	0	0	2	0
TcCLB.511849.30	51	61	50	44
TcCLB.511849.50	7	2	2	3
TcCLB.511851.5	0	0	0	0
TcCLB.511851.10	4	3	1	1
TcCLB.511851.20	1	2	2	1
TcCLB.511851.30	1	4	0	0
TcCLB.511851.37	13	26	15	11
TcCLB.511851.44	1	0	0	0
TcCLB.511851.50	10	9	3	7
TcCLB.511851.61	0	1	0	0
TcCLB.511853.10	2	6	1	2
TcCLB.511853.21	0	1	0	1
TcCLB.511855.10	20	24	25	25
TcCLB.511855.20	3957	5817	3700	3680
TcCLB.511855.30	339	441	331	348
TcCLB.511855.40	902	1208	861	789
TcCLB.511855.50	3200	4408	2871	2633
TcCLB.511855.60	1099	1421	935	886
TcCLB.511855.70	2386	3242	2334	2456
TcCLB.511855.80	1893	2684	1771	1688
TcCLB.509229.10	1689	2358	1720	1666
TcCLB.509229.20	1543	2126	1582	1507
TcCLB.509229.30	680	856	698	644
TcCLB.509229.40	3740	5274	3497	3258
TcCLB.509229.50	587	871	802	780
TcCLB.509229.60	2546	3501	2454	2396
TcCLB.509229.70	1603	2233	1530	1429
TcCLB.509229.80	6006	8159	4996	4876
TcCLB.509229.90	2524	3810	3171	3296
TcCLB.509229.110	3150	4475	2948	2926
TcCLB.509229.120	1229	1716	1137	1152
TcCLB.509229.130	967	1320	993	919
TcCLB.509229.140	1903	2927	2047	2009
TcCLB.511857.10	2007	2906	1973	2125
TcCLB.511857.20	1964	2752	1607	1633
TcCLB.511857.30	763	1113	713	631
TcCLB.511857.40	1217	1720	1280	1293
TcCLB.511857.50	2014	2802	1707	1615
TcCLB.511857.59	944	1339	1002	945
TcCLB.511857.70	2706	3865	2804	2808
TcCLB.511857.80	1790	2654	2013	1883
TcCLB.511859.10	301	465	351	322
TcCLB.511859.20	1033	1432	1204	1142
TcCLB.511859.30	1780	2549	1810	1846
TcCLB.511859.40	433	558	429	406
TcCLB.511859.50	1587	2269	1457	1437
TcCLB.511859.60	962	1400	1067	1035
TcCLB.511859.70	1298	1808	1157	1067
TcCLB.511859.80	4492	6716	5605	5573
TcCLB.511859.90	315	410	401	389
TcCLB.511859.100	1	2	0	2
TcCLB.511859.120	7	5	5	17
TcCLB.511859.130	1	0	0	0
TcCLB.511859.140	0	1	4	2
TcCLB.511859.150	22	35	30	22
TcCLB.511859.161	77	101	73	95
TcCLB.511859.170	2138	3061	2215	2319
TcCLB.511859.180	3254	4561	3342	3436
TcCLB.511859.200	59	61	32	27
TcCLB.506255.10	0	0	0	0
TcCLB.506255.20	128	174	130	107
TcCLB.506255.30	0	0	0	0
TcCLB.509679.9	1269	1729	958	1020
TcCLB.509681.10	64	68	96	81
TcCLB.509683.10	7527	11328	7509	7260
TcCLB.509683.20	2881	3928	3153	3352
TcCLB.509683.24	699	983	781	762
TcCLB.509683.30	726	957	1040	1024
TcCLB.509683.40	1496	1933	1521	1408
TcCLB.509683.50	1855	2355	1737	1757
TcCLB.509683.60	1405	1656	1271	1135
TcCLB.509683.70	1126	1343	997	876
TcCLB.509683.80	1715	2109	2397	2212
TcCLB.509683.90	87	117	80	87
TcCLB.509683.100	991	1201	882	860
TcCLB.509683.110	970	1380	1165	1291
TcCLB.509683.117	24503	33469	32610	32014
TcCLB.509683.124	6131	7868	4925	4690
TcCLB.509683.130	3933	5296	4198	4129
TcCLB.506257.5	687	863	714	698
TcCLB.506257.10	680	880	429	438
TcCLB.506257.50	4	7	12	7
TcCLB.506257.60	1068	1441	902	895
TcCLB.506257.70	1625	2166	1503	1389
TcCLB.506257.80	69	82	58	46
TcCLB.506257.98	4	8	2	4
TcCLB.504059.11	417	590	389	359
TcCLB.504059.20	2463	3482	2180	2196
TcCLB.504059.24	880	1211	940	783
TcCLB.504059.30	2591	3545	2319	2147
TcCLB.506011.10	59	93	32	54
TcCLB.506011.20	0	0	0	0
TcCLB.506011.30	0	0	0	0
TcCLB.503999.110	357	467	306	313
TcCLB.503999.100	337	477	483	465
TcCLB.503999.90	1248	1668	1215	1142
TcCLB.503999.80	3112	4292	2801	2665
TcCLB.503999.70	2849	3648	2812	2497
TcCLB.503999.60	1187	1770	1223	1347
TcCLB.503999.50	2918	3825	3278	3377
TcCLB.503999.40	1854	2646	2002	2021
TcCLB.503999.30	3958	5241	3602	3331
TcCLB.503999.20	2788	3814	2734	2833
TcCLB.503999.10	8240	11006	7267	6957
TcCLB.509587.20	2519	3305	2113	2055
TcCLB.509587.10	5052	6434	4459	3871
TcCLB.503709.20	5	6	5	8
TcCLB.503709.10	23	26	22	29
TcCLB.506393.30	0	0	0	0
TcCLB.506393.40	0	3	1	0
TcCLB.506393.80	0	1	0	0
TcCLB.506393.85	0	0	1	0
TcCLB.506393.90	8	8	4	8
TcCLB.506393.120	0	3	1	2
TcCLB.506393.143	0	1	0	1
TcCLB.506393.166	0	0	0	0
TcCLB.506393.189	99	156	91	134
TcCLB.459199.10	1230	1633	1008	975
TcCLB.509719.9	104	151	101	98
TcCLB.509719.20	2186	3053	2069	1924
TcCLB.509719.23	1025	1268	927	864
TcCLB.509719.26	1425	1979	1456	1350
TcCLB.509719.28	662	829	662	609
TcCLB.509719.30	941	1249	961	934
TcCLB.509719.40	4866	6372	4942	4698
TcCLB.509719.50	1590	2245	1327	1374
TcCLB.509719.53	2487	3349	2600	2509
TcCLB.509719.56	1912	2571	1775	1725
TcCLB.509719.60	497	524	456	440
TcCLB.509719.69	3653	5354	5267	5733
TcCLB.509719.80	1105	1484	1037	1054
TcCLB.507775.10	1285	1862	1639	1699
TcCLB.507775.20	1026	1193	865	773
TcCLB.507775.30	1466	1857	1341	1364
TcCLB.507775.40	1236	1592	1279	1250
TcCLB.507775.50	1894	2692	2041	2047
TcCLB.440363.19	1250	1624	1501	1554
TcCLB.440363.10	328	420	346	295
TcCLB.511865.90	1233	1679	1144	1055
TcCLB.511865.80	810	956	804	711
TcCLB.511865.70	1898	2442	1949	1870
TcCLB.511865.60	1500	2091	1543	1520
TcCLB.511865.54	1562	2083	1588	1586
TcCLB.511865.50	1029	1292	868	793
TcCLB.511865.40	2532	3411	2242	1990
TcCLB.511865.30	731	951	755	693
TcCLB.511865.19	1027	1392	1319	1198
TcCLB.511865.10	6889	9616	8827	8841
TcCLB.511863.30	1718	2468	1550	1553
TcCLB.511863.20	4957	7124	6108	6126
TcCLB.511863.10	85	105	87	71
TcCLB.511863.4	0	0	0	0
TcCLB.404845.10	3	4	2	2
TcCLB.464415.10	0	0	0	1
TcCLB.511861.130	0	1	0	0
TcCLB.511861.120	18	13	11	12
TcCLB.511861.111	0	0	1	0
TcCLB.511861.100	332	461	261	277
TcCLB.511861.90	0	2	0	1
TcCLB.511861.80	13	21	13	11
TcCLB.511861.60	0	0	0	0
TcCLB.511861.50	4	2	5	5
TcCLB.511861.20	2	0	3	3
TcCLB.511861.14	0	2	0	2
TcCLB.511861.7	1	0	0	0
TcCLB.503775.10	6	12	10	3
TcCLB.503775.30	56	70	54	58
TcCLB.503775.41	43	81	37	48
TcCLB.503775.50	28	44	16	21
TcCLB.503775.60	108	167	105	94
TcCLB.469113.10	0	1	0	0
TcCLB.509085.136	0	0	0	0
TcCLB.509085.120	2	10	9	12
TcCLB.509085.110	0	0	0	1
TcCLB.509085.90	54	58	45	45
TcCLB.509085.60	1	4	1	3
TcCLB.509085.50	0	2	0	0
TcCLB.509085.40	0	3	2	3
TcCLB.509085.31	1	0	0	0
TcCLB.509085.20	0	3	1	1
TcCLB.511565.40	115	162	82	103
TcCLB.511565.30	93	109	92	76
TcCLB.511565.20	1	0	1	0
TcCLB.511565.15	0	0	0	0
TcCLB.511565.10	0	0	0	0
TcCLB.511563.30	1	1	1	0
TcCLB.511563.20	0	3	1	1
TcCLB.511563.9	0	0	0	0
TcCLB.511561.20	1	0	4	6
TcCLB.511561.11	1	0	0	0
TcCLB.506665.10	0	0	0	0
TcCLB.506665.20	0	0	0	0
TcCLB.506665.30	0	0	0	0
TcCLB.509437.183	0	0	0	0
TcCLB.509437.170	0	0	0	0
TcCLB.509437.160	1	2	1	1
TcCLB.509437.140	3	1	2	0
TcCLB.509437.125	1	0	0	0
TcCLB.509437.110	0	0	0	0
TcCLB.509437.109	0	1	0	3
TcCLB.509437.106	0	0	0	0
TcCLB.509437.103	0	0	0	0
TcCLB.509437.100	0	2	1	1
TcCLB.509437.80	724	876	602	501
TcCLB.509437.70	6607	8778	5723	5616
TcCLB.509437.60	3412	4397	3071	2982
TcCLB.509437.50	2309	3323	2325	2111
TcCLB.509437.40	1565	2285	1776	1866
TcCLB.509437.30	2603	3605	2654	2482
TcCLB.503769.20	0	0	1	0
TcCLB.503769.40	17373	23481	16361	16063
TcCLB.467287.10	713	943	855	812
TcCLB.467287.20	1089	1672	1164	1280
TcCLB.467287.30	2338	3117	2232	2121
TcCLB.511879.9	2144	2870	1931	1778
TcCLB.506709.10	1363	2091	1467	1557
TcCLB.506709.20	2193	2991	2195	1894
TcCLB.506709.30	2571	3681	2261	2309
TcCLB.506709.40	1603	2074	1464	1442
TcCLB.506709.50	645	827	590	591
TcCLB.511881.10	405	493	482	432
TcCLB.511881.14	1123	1437	1123	1050
TcCLB.511881.20	1090	1518	1074	996
TcCLB.511881.30	2343	2879	1760	1608
TcCLB.511881.40	1021	1391	924	818
TcCLB.503879.119	1121	1617	1067	984
TcCLB.503879.110	4658	6463	4685	4424
TcCLB.503879.100	4080	5247	3530	3282
TcCLB.503879.90	1770	2183	1488	1344
TcCLB.503879.60	2700	3493	3408	3333
TcCLB.503879.50	1884	2440	1964	1838
TcCLB.503879.30	2683	3460	2823	2587
TcCLB.503879.20	1343	1854	1475	1428
TcCLB.503879.10	2520	3473	2172	1995
TcCLB.503539.30	3469	4682	4308	4320
TcCLB.503539.20	2020	2848	2010	2033
TcCLB.503539.10	736	966	744	693
TcCLB.503877.19	605	854	550	557
TcCLB.503877.10	1059	1277	1011	1021
TcCLB.439125.10	672	833	630	649
TcCLB.506711.4	323	381	331	312
TcCLB.506711.10	4003	5020	3237	3197
TcCLB.506711.30	1333	1694	1347	1303
TcCLB.506711.40	0	0	0	0
TcCLB.506711.50	0	0	0	0
TcCLB.506711.60	0	0	0	0
TcCLB.509657.90	0	0	0	0
TcCLB.509657.80	0	0	0	0
TcCLB.509657.70	1	0	0	0
TcCLB.509657.61	1	0	0	0
TcCLB.509657.50	1	1	0	0
TcCLB.509657.40	2	1	0	1
TcCLB.509657.30	0	1	0	0
TcCLB.509657.20	1	1	0	0
TcCLB.509657.11	0	0	0	0
TcCLB.509655.20	0	0	0	0
TcCLB.509655.10	0	0	0	0
TcCLB.509653.10	0	0	0	0
TcCLB.506613.150	0	0	0	1
TcCLB.506613.141	0	0	1	1
TcCLB.506613.130	0	2	0	0
TcCLB.506613.110	0	0	0	0
TcCLB.506613.100	0	0	0	1
TcCLB.506613.80	0	0	0	0
TcCLB.506613.70	0	0	0	0
TcCLB.506613.60	5	6	3	0
TcCLB.506613.50	3	0	0	0
TcCLB.506613.40	2	5	5	3
TcCLB.506613.30	0	0	0	0
TcCLB.506613.24	18	15	19	13
TcCLB.506613.20	69	128	75	65
TcCLB.506613.9	1	2	1	1
TcCLB.506611.70	0	0	1	2
TcCLB.506611.55	0	1	0	0
TcCLB.506611.40	9	10	7	12
TcCLB.506611.20	29	46	10	16
TcCLB.506611.10	1	4	2	2
TcCLB.510201.70	1	4	1	3
TcCLB.510201.50	0	0	1	0
TcCLB.510201.45	0	0	0	0
TcCLB.510201.40	2	1	0	2
TcCLB.510201.20	0	0	0	0
TcCLB.510201.15	1	0	0	1
TcCLB.510201.10	2	1	2	5
TcCLB.510201.5	0	0	1	0
TcCLB.504015.11	0	0	0	0
TcCLB.504015.21	0	0	0	0
TcCLB.504015.30	16	3	7	8
TcCLB.510199.30	24	32	28	22
TcCLB.510199.20	0	0	0	1
TcCLB.510199.10	1	0	0	0
TcCLB.510197.229	1	0	1	1
TcCLB.510197.220	82	110	92	69
TcCLB.510197.210	244	326	235	245
TcCLB.510197.190	135	142	182	236
TcCLB.510197.180	0	0	0	0
TcCLB.510197.160	178	266	154	140
TcCLB.510197.130	0	0	0	0
TcCLB.510197.110	0	1	1	0
TcCLB.510197.95	1	0	0	0
TcCLB.510197.80	18	26	17	12
TcCLB.510197.64	105	135	89	99
TcCLB.510197.47	14	19	9	7
TcCLB.510197.30	58	73	96	95
TcCLB.510197.20	249	348	204	206
TcCLB.510197.10	234	346	242	222
TcCLB.510197.5	1	0	1	0
TcCLB.510195.9	0	0	0	0
TcCLB.510193.10	0	0	0	0
TcCLB.509755.89	6	9	7	8
TcCLB.509755.80	1	1	0	0
TcCLB.509755.70	37	46	35	26
TcCLB.509755.60	0	0	0	0
TcCLB.509755.50	0	2	1	0
TcCLB.509755.40	9	13	8	6
TcCLB.509755.30	0	0	0	0
TcCLB.509755.20	0	0	0	0
TcCLB.509755.10	1	0	2	0
TcCLB.509753.310	0	1	1	4
TcCLB.509753.300	2	3	0	2
TcCLB.509753.290	0	0	0	0
TcCLB.509753.270	0	0	1	0
TcCLB.509753.250	9	17	10	6
TcCLB.509753.240	3	3	1	3
TcCLB.509753.220	2	0	0	1
TcCLB.509753.210	1	2	3	2
TcCLB.509753.202	0	0	0	0
TcCLB.509753.194	3	4	4	1
TcCLB.509753.180	0	0	0	0
TcCLB.509753.150	3	9	7	5
TcCLB.509753.140	34	58	24	20
TcCLB.509753.134	0	0	0	0
TcCLB.509753.126	1	2	0	0
TcCLB.509753.118	0	0	0	0
TcCLB.509753.110	0	1	1	1
TcCLB.509753.100	6	16	2	2
TcCLB.509753.90	7	7	7	4
TcCLB.509753.81	0	0	0	0
TcCLB.509753.70	0	0	0	0
TcCLB.509753.65	0	0	0	0
TcCLB.509753.60	0	0	0	0
TcCLB.509753.50	0	0	0	0
TcCLB.509753.20	21	31	28	23
TcCLB.509753.10	0	0	0	0
TcCLB.506339.100	1	3	0	0
TcCLB.506339.81	4	10	8	10
TcCLB.506339.60	0	0	1	1
TcCLB.506339.40	0	3	3	3
TcCLB.506339.25	0	0	1	0
TcCLB.506339.10	3	5	4	2
TcCLB.509751.28	0	6	1	3
TcCLB.509751.20	1507	1791	1235	1159
TcCLB.509751.10	735	872	581	535
TcCLB.509751.4	307	355	277	312
TcCLB.507793.60	489	639	483	452
TcCLB.507793.50	509	635	529	485
TcCLB.507793.40	3732	4860	4865	5042
TcCLB.507793.30	1275	1629	1114	1155
TcCLB.507793.20	4898	6336	6074	6114
TcCLB.507793.10	3327	4438	2949	2812
TcCLB.506337.220	671	799	603	583
TcCLB.506337.210	2467	3177	2053	1823
TcCLB.506337.200	2131	2701	1879	1707
TcCLB.506337.190	1251	1650	1146	1109
TcCLB.506337.180	1192	1524	1103	1030
TcCLB.506337.171	177	238	187	193
TcCLB.506337.160	2847	3622	2287	2198
TcCLB.506337.150	761	923	684	663
TcCLB.506337.140	1321	1690	1192	1130
TcCLB.506337.130	828	1011	774	783
TcCLB.506337.120	897	1212	909	907
TcCLB.506337.100	0	0	0	0
TcCLB.506337.90	26	39	25	23
TcCLB.506337.80	0	1	0	0
TcCLB.506337.70	9131	13382	8809	8768
TcCLB.506337.50	3440	4464	3654	3512
TcCLB.506337.40	626	867	736	694
TcCLB.506337.30	1233	1766	1177	1181
TcCLB.506337.20	1347	1876	1268	1208
TcCLB.506337.10	2321	3200	1894	1926
TcCLB.506337.4	785	1124	752	594
TcCLB.509749.39	361	448	299	235
TcCLB.509749.36	823	1055	915	1014
TcCLB.509749.33	1886	2513	2255	2254
TcCLB.509749.30	765	1130	782	713
TcCLB.509749.20	440	559	444	422
TcCLB.509749.10	607	773	578	517
TcCLB.509747.110	1142	1572	1119	1151
TcCLB.509747.104	1405	1827	1287	1216
TcCLB.509747.100	2499	3427	2216	2025
TcCLB.509747.90	921	1141	772	722
TcCLB.509747.80	1244	1805	1215	1207
TcCLB.509747.70	1407	1926	1149	1109
TcCLB.509747.60	1944	2842	1984	2113
TcCLB.509747.50	2667	3819	2702	2727
TcCLB.509747.40	1281	1655	1016	986
TcCLB.509747.30	5676	8608	5736	5476
TcCLB.509747.20	18399	25654	22255	22549
TcCLB.509747.10	821	1234	945	964
TcCLB.509745.70	2014	2828	1959	1860
TcCLB.509745.60	1186	1580	1239	1117
TcCLB.509745.40	2601	3614	2086	2089
TcCLB.509745.20	1083	1456	938	994
TcCLB.509745.10	2463	3604	2337	2297
TcCLB.405737.24	0	0	0	0
TcCLB.405737.14	808	1225	804	817
TcCLB.405737.4	104	152	115	99
TcCLB.506275.9	605	817	650	542
TcCLB.506275.20	1149	1632	1165	1188
TcCLB.506275.30	846	1240	809	787
TcCLB.506275.40	2330	3577	2865	2996
TcCLB.506275.50	979	1354	1004	972
TcCLB.506275.60	1198	1738	1356	1281
TcCLB.506275.70	2524	3706	2610	2616
TcCLB.506275.80	734	967	817	743
TcCLB.506275.90	1242	1732	999	1069
TcCLB.506275.97	0	0	0	0
TcCLB.506275.104	0	0	0	0
TcCLB.506275.110	0	0	0	0
TcCLB.506275.113	0	0	0	0
TcCLB.506275.116	0	0	0	0
TcCLB.506275.119	0	0	0	0
TcCLB.506275.121	0	0	1	0
TcCLB.506275.131	0	0	0	0
TcCLB.506275.141	0	0	0	0
TcCLB.503823.10	453	552	382	366
TcCLB.503823.11	20	34	17	17
TcCLB.503823.12	0	1	0	0
TcCLB.503823.13	0	0	1	2
TcCLB.503823.14	8	12	13	12
TcCLB.503823.15	0	0	0	0
TcCLB.503823.16	4	3	4	2
TcCLB.503823.20	772	1086	665	673
TcCLB.503823.30	860	1229	841	933
TcCLB.503823.40	2446	3378	1923	1745
TcCLB.503823.50	804	1068	609	628
TcCLB.503823.60	1046	1501	900	879
TcCLB.503823.70	493	700	511	545
TcCLB.503823.80	883	1250	795	797
TcCLB.503823.84	899	1349	841	795
TcCLB.503823.90	2532	3701	2524	2481
TcCLB.503823.100	793	1091	802	794
TcCLB.503823.104	1688	2227	1219	1151
TcCLB.503823.110	767	1125	681	726
TcCLB.503823.120	1016	1456	1146	1067
TcCLB.503823.130	3012	4217	2491	2478
TcCLB.503823.140	1466	2045	1318	1229
TcCLB.503823.150	688	940	705	635
TcCLB.503823.160	2910	3712	2512	2601
TcCLB.503823.169	809	1288	795	806
TcCLB.504827.170	803	1203	796	735
TcCLB.504827.159	615	838	549	538
TcCLB.504827.150	1964	2716	1440	1460
TcCLB.504827.140	1148	1681	1125	1026
TcCLB.504827.130	1760	2791	1924	1997
TcCLB.504827.120	957	1375	930	863
TcCLB.504827.110	1867	2515	1803	1607
TcCLB.504827.100	801	1155	718	694
TcCLB.504827.90	1058	1547	997	1013
TcCLB.504827.80	877	1207	849	737
TcCLB.504827.70	1223	1700	985	1075
TcCLB.504827.60	1826	2532	1505	1570
TcCLB.504827.50	733	1021	812	762
TcCLB.504827.40	2439	3554	2269	2157
TcCLB.504827.21	561	836	901	920
TcCLB.509577.9	422	688	590	560
TcCLB.446067.9	1064	1741	1365	1260
TcCLB.506155.130	279	414	370	306
TcCLB.506155.120	2406	3737	2138	2175
TcCLB.506155.110	765	1067	704	684
TcCLB.506155.99	1492	2015	1698	1738
TcCLB.506155.90	1403	1881	1281	1160
TcCLB.506155.80	1293	1722	1156	1085
TcCLB.506155.70	2401	3272	2290	2214
TcCLB.506155.60	2935	3956	2262	2334
TcCLB.506155.50	1200	1616	1095	1028
TcCLB.506155.40	3293	4729	2805	2695
TcCLB.506155.30	2372	3695	2298	2416
TcCLB.506155.20	3545	5044	3271	3283
TcCLB.506155.10	2346	3158	1736	1727
TcCLB.503719.10	1631	2086	1413	1354
TcCLB.503719.20	12	8	5	11
TcCLB.503719.30	1470	1841	1330	1212
TcCLB.503719.39	684	1111	862	808
TcCLB.509575.50	1027	1534	1002	1046
TcCLB.509575.30	1711	2576	1554	1677
TcCLB.509575.20	1212	1666	1072	1031
TcCLB.509575.10	13	29	11	14
TcCLB.509575.4	5	9	9	11
TcCLB.459061.10	0	0	1	0
TcCLB.510423.40	3169	4585	3002	2860
TcCLB.510423.50	3138	4351	2868	2920
TcCLB.510423.60	1695	2453	1556	1472
TcCLB.510423.70	1170	1710	1073	944
TcCLB.510425.10	1349	1913	1100	1161
TcCLB.510425.19	0	0	0	0
TcCLB.510425.28	221	297	216	233
TcCLB.506807.10	917	1262	752	769
TcCLB.506807.20	149	258	210	224
TcCLB.506807.30	607	760	603	559
TcCLB.506807.39	679	924	700	671
TcCLB.503997.10	463	715	499	504
TcCLB.503997.19	1910	2523	1721	1625
TcCLB.508269.10	1012	1352	1063	1059
TcCLB.508269.20	813	1020	610	600
TcCLB.508269.30	926	1275	867	839
TcCLB.508269.40	1528	2003	1211	1222
TcCLB.508269.50	3036	4018	2685	2470
TcCLB.508269.60	463	641	368	379
TcCLB.508269.70	219	300	192	148
TcCLB.508269.73	7	6	4	5
TcCLB.508269.76	0	0	0	0
TcCLB.508269.80	0	0	1	2
TcCLB.506809.5	0	0	0	0
TcCLB.506809.10	1	5	2	3
TcCLB.461879.10	1	0	1	3
TcCLB.433559.10	0	0	0	0
TcCLB.508401.10	0	0	0	0
TcCLB.508401.20	11	25	13	12
TcCLB.508401.50	1	2	0	6
TcCLB.508401.70	0	0	0	0
TcCLB.508401.90	0	0	0	0
TcCLB.423707.10	0	0	0	0
TcCLB.424771.10	0	0	0	0
TcCLB.510635.10	0	2	0	1
TcCLB.510635.30	1	1	4	0
TcCLB.510635.40	1123	1449	1023	977
TcCLB.510635.50	1716	2406	1749	1646
TcCLB.510635.60	813	1102	735	685
TcCLB.503663.4	486	621	453	396
TcCLB.503663.10	704	912	747	636
TcCLB.503663.20	4251	5884	3300	3246
TcCLB.508403.10	1605	1962	1468	1272
TcCLB.508403.20	2797	3468	2305	1983
TcCLB.508405.10	945	1170	899	780
TcCLB.508405.20	848	1127	922	860
TcCLB.508405.30	974	1230	924	862
TcCLB.508405.40	181	254	236	245
TcCLB.508405.50	697	870	684	682
TcCLB.508405.60	1650	2160	1654	1574
TcCLB.508405.70	1246	1690	1134	1095
