gene_id	C1	C2	H1	H2
TcCLB.506831.70	3508	4557	3028	2919
TcCLB.506831.79	769	1145	652	696
TcCLB.432067.10	969	1220	845	890
TcCLB.432067.20	588	685	602	670
TcCLB.506833.9	1309	1825	1649	1624
TcCLB.506833.20	697	915	597	602
TcCLB.506833.30	853	1083	946	951
TcCLB.506833.40	1505	1971	1362	1425
TcCLB.506833.50	2209	2656	1548	1482
TcCLB.506833.60	3201	4125	2710	2833
TcCLB.506833.70	433	540	376	334
TcCLB.506833.79	970	1245	856	896
TcCLB.506835.10	3048	4175	2575	2528
TcCLB.506835.20	1501	1961	1299	1264
TcCLB.506835.30	139	206	198	190
TcCLB.506835.40	1694	1942	1518	1409
TcCLB.506835.50	2416	3021	1924	1891
TcCLB.506835.60	1993	2451	1565	1346
TcCLB.506835.70	2927	3868	2500	2263
TcCLB.506835.80	3141	4110	2956	2858
TcCLB.506835.90	1166	1626	1618	1593
TcCLB.506835.99	4610	6223	4025	3892
TcCLB.506835.110	5206	7566	5367	5487
TcCLB.506835.120	2048	2553	1914	1811
TcCLB.506835.131	376	500	406	349
TcCLB.506835.140	2227	2822	2040	1927
TcCLB.506835.150	972	1327	1030	966
TcCLB.506835.159	1042	1415	933	910
TcCLB.510445.10	1667	2316	1465	1563
TcCLB.510445.20	1707	2307	1710	1667
TcCLB.510445.30	1925	2595	2015	1866
TcCLB.510445.40	837	950	649	635
TcCLB.510445.50	2889	3755	2184	2108
TcCLB.510445.61	560	725	460	410
TcCLB.506595.149	117	144	123	116
TcCLB.506595.140	3	1	1	1
TcCLB.506595.120	1	1	1	0
TcCLB.506595.110	0	1	4	0
TcCLB.506595.104	2	1	1	1
TcCLB.506595.100	2	6	1	4
TcCLB.506595.90	0	2	1	2
TcCLB.506595.70	3	1	0	0
TcCLB.506595.65	0	0	0	0
TcCLB.506595.60	1	1	0	1
TcCLB.506595.40	39	50	28	42
TcCLB.506595.30	0	0	1	1
TcCLB.506595.21	1	1	0	2
TcCLB.506595.10	0	0	0	0
TcCLB.510155.270	6	5	2	4
TcCLB.510155.220	4	9	2	3
TcCLB.510155.210	1922	2692	1544	1461
TcCLB.510155.200	1364	1825	1335	1267
TcCLB.510155.190	1726	2424	1612	1630
TcCLB.510155.180	4360	6065	5309	5279
TcCLB.510155.170	283	406	349	289
TcCLB.510155.160	3374	4760	3081	2908
TcCLB.510155.150	1434	1873	1239	1240
TcCLB.510155.140	2164	3060	1985	1773
TcCLB.510155.130	1937	2718	1769	1607
TcCLB.510155.120	1224	1700	1062	1073
TcCLB.510155.115	1305	1945	1265	1332
TcCLB.510155.110	987	1319	899	880
TcCLB.510155.100	2699	3801	2048	2054
TcCLB.510155.94	1281	1861	1552	1451
TcCLB.510155.90	3106	4286	2882	2479
TcCLB.510155.80	1547	2321	1695	1596
TcCLB.510155.70	1942	2709	1793	1649
TcCLB.510155.60	677	987	773	811
TcCLB.510155.50	1800	2455	1657	1761
TcCLB.510155.40	1851	2621	1999	2189
TcCLB.510155.30	1353	1896	1283	1273
TcCLB.510155.20	2092	2910	1941	1706
TcCLB.510155.10	5550	7816	4985	4657
TcCLB.510153.19	273	441	572	587
TcCLB.510153.10	1475	1960	1467	1313
TcCLB.510153.5	388	481	342	377
TcCLB.431889.10	207	306	204	234
TcCLB.504177.30	1498	2292	1482	1435
TcCLB.504177.20	790	945	869	781
TcCLB.504177.10	97	145	108	101
TcCLB.510151.19	878	1306	922	920
TcCLB.510151.10	1032	1449	909	930
TcCLB.508079.20	1278	1847	1144	1067
TcCLB.508079.10	4788	7187	5917	6225
TcCLB.508077.9	3399	5021	3997	4120
TcCLB.506593.60	1806	2262	1356	1203
TcCLB.506593.50	1119	1488	1003	989
TcCLB.506593.40	810	1059	863	920
TcCLB.506593.30	72	92	95	96
TcCLB.506593.19	105	114	108	105
TcCLB.506593.10	286	350	281	301
TcCLB.504231.30	2192	2689	1792	1618
TcCLB.504231.20	2775	3686	2541	2517
TcCLB.504231.10	585	697	712	632
TcCLB.504231.5	239	259	207	212
TcCLB.507225.10	13	25	22	16
TcCLB.507225.19	1532	2192	1507	1408
TcCLB.509337.5	1062	1437	946	905
TcCLB.509337.10	2006	2591	1793	1618
TcCLB.509337.15	1419	1803	1259	1283
TcCLB.509337.19	656	795	532	509
TcCLB.509337.28	1002	1247	900	900
TcCLB.509339.4	1231	1557	1173	1135
TcCLB.509339.10	951	1210	704	621
TcCLB.504797.10	950	1195	879	858
TcCLB.504797.14	616	761	580	548
TcCLB.504797.20	1666	2241	1713	1705
TcCLB.504797.30	1234	1496	1042	994
TcCLB.504797.34	2642	3361	2455	2260
TcCLB.504797.40	564	668	608	606
TcCLB.504797.50	1829	2482	1694	1865
TcCLB.504797.60	787	988	628	607
TcCLB.504797.70	1172	1474	858	694
TcCLB.504797.80	815	1009	715	647
TcCLB.504797.90	475	542	379	332
TcCLB.504797.100	475	592	413	329
TcCLB.504797.110	1594	1986	1557	1522
TcCLB.504797.120	459	524	467	422
TcCLB.504797.130	191	237	215	211
TcCLB.504797.140	792	989	719	656
TcCLB.504797.144	400	538	390	399
TcCLB.503889.5	0	0	0	0
TcCLB.503889.10	5	3	3	2
TcCLB.503889.20	0	0	0	0
TcCLB.509495.49	6	7	2	6
TcCLB.509495.30	7	6	6	3
TcCLB.509493.120	0	0	0	0
TcCLB.509493.110	5	5	1	4
TcCLB.509493.100	0	0	0	0
TcCLB.509493.80	3	2	0	3
TcCLB.509493.60	0	0	0	0
TcCLB.509493.39	27	39	15	24
TcCLB.509493.20	1	0	0	1
TcCLB.510787.10	5	4	3	6
TcCLB.508493.10	13	17	13	9
TcCLB.508493.20	0	0	0	0
TcCLB.508493.40	63	105	56	62
TcCLB.508493.50	0	0	0	0
TcCLB.508493.60	0	0	0	1
TcCLB.508493.70	0	0	0	0
TcCLB.508493.100	8	4	4	7
TcCLB.508493.110	0	0	0	0
TcCLB.508493.130	0	0	0	0
TcCLB.510789.10	0	0	0	0
TcCLB.510789.20	0	0	0	0
TcCLB.510791.11	0	0	0	0
TcCLB.510791.20	0	0	0	2
TcCLB.510791.30	0	0	0	0
TcCLB.510791.50	1	4	4	0
TcCLB.510791.60	0	0	0	0
TcCLB.507085.10	7	13	1	9
TcCLB.507085.30	12	11	13	4
TcCLB.507085.60	4	2	4	2
TcCLB.507085.70	0	0	0	0
TcCLB.507085.80	0	0	0	1
TcCLB.507085.110	0	0	0	0
TcCLB.507085.120	1	0	2	0
TcCLB.507085.130	0	0	0	0
TcCLB.507085.140	6	15	3	5
TcCLB.507085.150	1	0	0	0
TcCLB.507085.170	7	4	5	2
TcCLB.445783.10	0	0	0	0
TcCLB.421231.10	0	0	0	0
TcCLB.508495.9	0	0	0	0
TcCLB.508495.20	2	0	3	1
TcCLB.508495.30	0	0	0	0
TcCLB.508495.50	3	11	1	4
TcCLB.508495.70	6	12	6	7
TcCLB.508495.80	1	0	0	0
TcCLB.508495.100	0	0	0	1
TcCLB.508495.110	0	0	0	0
TcCLB.508495.130	0	0	0	0
TcCLB.508495.140	7	9	6	7
TcCLB.508495.150	0	0	0	0
TcCLB.508495.170	8	9	4	4
TcCLB.508495.200	64	79	31	55
TcCLB.508495.210	1	0	0	0
TcCLB.503519.40	0	0	0	0
TcCLB.503519.30	0	0	0	0
TcCLB.503519.20	4	7	10	1
TcCLB.506923.30	0	0	0	0
TcCLB.506923.21	15	16	11	10
TcCLB.506923.10	12	5	5	3
TcCLB.508499.10	3	10	8	8
TcCLB.508499.20	3	4	2	5
TcCLB.508499.30	0	0	0	0
TcCLB.508499.39	0	0	0	0
TcCLB.508501.10	0	0	0	0
TcCLB.508501.40	10	14	9	7
TcCLB.508501.70	13	13	9	8
TcCLB.508501.80	0	0	0	0
TcCLB.508501.90	0	0	0	0
TcCLB.508501.110	2	4	2	5
TcCLB.508501.140	1	5	12	5
TcCLB.508501.165	188	173	140	115
TcCLB.508501.190	269	330	211	187
TcCLB.508501.200	298	349	242	204
TcCLB.508501.210	756	1030	662	627
TcCLB.508501.220	1260	1870	1214	1165
TcCLB.508501.230	534	755	610	591
TcCLB.508501.240	298	383	277	281
TcCLB.508501.250	477	616	414	371
TcCLB.508501.260	878	1230	717	708
TcCLB.508501.270	1697	2386	1328	1243
TcCLB.508501.280	651	906	553	555
TcCLB.508501.290	3726	5123	3173	2967
TcCLB.508501.300	1482	1994	1321	1204
TcCLB.508501.310	2051	3091	1726	1723
TcCLB.508501.320	3	9	5	2
TcCLB.510795.4	0	0	0	0
TcCLB.510795.10	3	1	3	1
TcCLB.510795.14	0	0	0	0
TcCLB.510795.18	0	0	0	0
TcCLB.510795.21	0	0	1	0
TcCLB.510795.30	2225	3043	2377	2720
TcCLB.508503.10	1928	2572	2283	2499
TcCLB.508503.20	14960	20100	14064	13715
TcCLB.508503.30	1926	2596	1826	1783
TcCLB.508503.40	980	1196	750	739
TcCLB.508503.60	5972	8137	5372	4766
TcCLB.508503.70	1210	1475	1141	1092
TcCLB.508503.80	610	730	614	596
TcCLB.508503.90	1147	1400	1116	1170
TcCLB.508503.100	496	661	535	523
TcCLB.506921.20	1557	1936	1530	1500
TcCLB.506921.70	10	9	5	3
TcCLB.506921.60	0	0	0	0
TcCLB.506921.50	0	0	0	0
TcCLB.506921.40	0	0	0	0
TcCLB.506921.30	1	0	2	0
TcCLB.506921.10	245	368	248	282
TcCLB.506921.8	0	0	0	0
TcCLB.506921.6	0	0	0	0
TcCLB.506921.4	0	0	0	0
TcCLB.506921.2	0	0	0	0
TcCLB.506145.80	0	0	0	0
TcCLB.506145.100	0	0	0	0
TcCLB.506145.90	0	0	0	0
TcCLB.506145.70	331	385	282	214
TcCLB.506145.50	211	232	212	188
TcCLB.506145.40	6311	8281	5758	5025
TcCLB.506145.30	265	340	261	233
TcCLB.506145.24	1162	1465	834	797
TcCLB.506145.20	1494	2043	1243	1198
TcCLB.506145.10	1927	2670	1801	1779
TcCLB.507615.130	849	1189	786	712
TcCLB.507615.120	492	646	558	523
TcCLB.507615.110	921	1219	877	751
TcCLB.507615.100	5359	7547	6076	6128
TcCLB.507615.90	2682	3583	2577	2238
TcCLB.507615.80	1806	2600	1867	1740
TcCLB.507615.76	976	1450	1027	954
TcCLB.507615.73	1746	2528	1649	1655
TcCLB.507615.70	1132	1778	1240	1250
TcCLB.507615.60	1105	1556	1032	960
TcCLB.507615.40	2405	3343	2108	1970
TcCLB.507615.19	363	505	499	445
TcCLB.507569.10	7881	11286	8307	8891
TcCLB.507569.4	859	1130	779	688
TcCLB.509535.9	817	1144	764	779
TcCLB.503943.20	3048	4184	3342	3357
TcCLB.503943.14	4007	5967	3914	4140
TcCLB.503943.10	1393	1847	1289	1319
TcCLB.505193.110	6537	9094	6567	5955
TcCLB.505193.100	2505	3576	2001	2108
TcCLB.505193.90	1558	2161	1565	1483
TcCLB.505193.84	615	891	541	541
TcCLB.505193.80	1253	1550	1087	1040
TcCLB.505193.74	1361	2048	1454	1453
TcCLB.505193.70	689	963	667	565
TcCLB.505193.60	911	1312	909	981
TcCLB.505193.50	41	60	43	54
TcCLB.505193.40	1566	2487	1788	1730
TcCLB.505193.20	1049	1449	1131	1148
TcCLB.505193.10	667	1055	784	801
TcCLB.507317.60	365	462	338	369
TcCLB.507317.50	3383	4495	2999	2888
TcCLB.507317.40	1295	1926	1185	1285
TcCLB.507317.34	4007	5555	4067	4239
TcCLB.507317.30	1971	2787	3474	3531
TcCLB.507317.20	532	680	538	487
TcCLB.509413.10	52	93	76	97
TcCLB.508119.200	934	1447	1347	1243
TcCLB.508119.190	3742	5561	3957	3997
TcCLB.508119.180	586	853	692	701
TcCLB.508119.160	1400	2066	1404	1486
TcCLB.508119.150	998	1380	966	963
TcCLB.508119.144	567	810	621	683
TcCLB.508119.140	58	110	56	59
TcCLB.508119.120	853	1189	749	725
TcCLB.508119.110	1009	1392	863	877
TcCLB.508119.100	3100	4518	2756	2582
TcCLB.508119.90	0	2	3	0
TcCLB.508119.70	17	24	26	20
TcCLB.508119.40	0	0	0	0
TcCLB.508119.30	15	20	22	18
TcCLB.508119.20	1	1	0	0
TcCLB.508119.11	0	0	0	0
TcCLB.506615.150	0	0	0	0
TcCLB.506615.120	2	0	0	0
TcCLB.506615.111	0	0	0	0
TcCLB.506615.100	6	9	10	12
TcCLB.506615.75	2	0	0	0
TcCLB.506615.50	59	68	48	53
TcCLB.506615.29	2	0	4	0
TcCLB.506615.21	0	0	0	0
TcCLB.506615.10	1	0	1	3
TcCLB.508117.30	0	0	0	0
TcCLB.508117.20	24	33	20	26
TcCLB.508117.10	0	0	0	0
TcCLB.508115.20	0	0	0	0
TcCLB.508115.10	0	0	0	0
TcCLB.510203.49	2	1	1	1
TcCLB.510203.34	1	6	4	2
TcCLB.510203.19	0	0	0	0
TcCLB.508113.20	1	2	1	2
TcCLB.508113.14	0	0	0	0
TcCLB.508113.7	0	0	0	0
TcCLB.510033.14	3	1	1	0
TcCLB.510033.22	0	0	0	1
TcCLB.510033.30	1	4	0	3
TcCLB.510035.10	2	3	4	6
TcCLB.510037.5	0	0	0	0
TcCLB.510037.10	2	1	4	4
TcCLB.510037.20	0	0	0	1
TcCLB.507971.20	49	59	28	37
TcCLB.507971.29	7	8	9	2
TcCLB.510039.15	0	0	0	0
TcCLB.510039.30	0	0	1	0
TcCLB.510039.33	0	1	0	1
TcCLB.510039.36	0	0	1	0
TcCLB.510039.40	3095	3977	2753	2639
TcCLB.510039.50	1934	2563	1920	1827
TcCLB.510039.60	2882	3660	2540	2495
TcCLB.510039.64	659	803	705	704
TcCLB.510039.70	1176	1460	962	895
TcCLB.510039.80	880	1094	775	733
TcCLB.510039.90	10582	14045	13862	13162
TcCLB.510039.100	653	841	667	595
TcCLB.510039.109	234	283	239	232
TcCLB.510041.10	218	235	208	181
TcCLB.510041.20	118	125	102	107
TcCLB.510041.30	122	148	131	110
TcCLB.508613.10	5163	7509	4804	4551
TcCLB.508613.20	1375	1755	1273	1173
TcCLB.508613.30	459	550	404	363
TcCLB.508613.50	2703	4024	2782	2713
TcCLB.508613.60	1905	2803	1963	1883
TcCLB.508613.74	325	427	306	317
TcCLB.508613.100	1	2	1	1
TcCLB.510915.5	0	0	0	0
TcCLB.510915.10	77	106	57	76
TcCLB.510915.21	1	0	0	0
TcCLB.416143.10	1802	2312	1280	1231
TcCLB.503925.119	1474	1955	1314	1300
TcCLB.503925.110	505	644	474	490
TcCLB.503925.100	962	1281	936	840
TcCLB.503925.90	341	443	322	345
TcCLB.503925.80	937	1300	889	806
TcCLB.503925.70	2702	4310	2704	2753
TcCLB.503925.60	1652	2364	1600	1556
TcCLB.503925.50	606	797	510	571
TcCLB.503925.40	992	1284	760	739
TcCLB.503925.30	1475	1916	1305	1265
TcCLB.503925.20	2415	3248	2031	1974
TcCLB.503925.10	2867	4035	2735	2558
TcCLB.503925.6	3178	4228	2819	2807
TcCLB.503925.3	605	893	534	561
TcCLB.506469.10	774	1177	735	724
TcCLB.506469.20	972	1308	769	765
TcCLB.506469.30	0	0	0	0
TcCLB.506469.40	1050	1464	1083	987
TcCLB.506469.50	1416	1975	1435	1528
TcCLB.506469.60	591	752	525	527
TcCLB.506469.70	335	496	320	304
TcCLB.506469.80	0	0	0	0
TcCLB.506469.90	470	667	531	482
TcCLB.506469.100	3181	4171	2692	2481
TcCLB.506469.110	286	380	348	287
TcCLB.506469.120	874	1314	861	848
TcCLB.506469.130	856	1107	801	739
TcCLB.506469.139	569	717	589	528
TcCLB.506469.148	1386	1963	1283	1331
TcCLB.503647.40	1026	1544	1000	893
TcCLB.503647.20	514	658	437	411
TcCLB.503647.9	2715	3663	1975	1945
TcCLB.436083.9	626	945	605	630
TcCLB.506471.10	1245	1761	1260	1232
TcCLB.506471.19	355	452	313	315
TcCLB.506471.30	30	53	61	47
TcCLB.506471.40	1	2	3	5
TcCLB.506471.50	341	464	346	306
TcCLB.506471.70	2	2	1	0
TcCLB.506471.90	5	8	2	1
TcCLB.506471.100	0	0	1	0
TcCLB.506471.110	49	81	54	63
TcCLB.506471.120	208	240	188	204
TcCLB.506083.20	4	13	17	12
TcCLB.508111.10	0	0	0	0
TcCLB.508111.20	1160	1425	925	837
TcCLB.508111.30	89492	119605	79585	79482
TcCLB.508111.40	4281	6031	4391	3951
TcCLB.507055.20	414	503	407	382
TcCLB.507055.10	301	447	240	255
TcCLB.510691.95	475	637	412	377
TcCLB.510691.80	609	897	593	629
TcCLB.510691.70	602	792	392	401
TcCLB.510691.30	1611	2070	1189	1238
TcCLB.510691.20	1083	1456	951	982
TcCLB.510691.10	2053	2766	1751	1750
TcCLB.510691.4	358	555	361	342
TcCLB.510689.89	289	417	250	273
TcCLB.510689.80	831	1104	1035	1021
TcCLB.510689.70	486	535	384	415
TcCLB.510689.60	2922	4284	2850	3063
TcCLB.510689.50	1711	2309	1319	1376
TcCLB.510689.40	3206	4420	2817	2668
TcCLB.510689.30	1442	1995	1236	1212
TcCLB.510689.20	1304	1709	1346	1194
TcCLB.510689.14	1652	2193	1383	1328
TcCLB.510689.10	2805	3785	2451	2296
TcCLB.510687.149	691	948	683	632
TcCLB.510687.140	1417	1977	1271	1193
TcCLB.510687.130	288	428	329	330
TcCLB.510687.120	772	1121	1020	1084
TcCLB.510687.110	1245	1629	1280	1237
TcCLB.510687.100	1184	1742	1290	1125
TcCLB.510687.94	751	1095	788	767
TcCLB.510687.90	1210	1568	1065	1021
TcCLB.510687.80	757	1143	778	755
TcCLB.510687.70	792	1099	843	769
TcCLB.510687.60	2376	3199	1921	1759
TcCLB.510687.50	1325	1960	1401	1429
TcCLB.510687.40	1647	2384	1475	1386
TcCLB.510687.30	2125	3082	1909	1884
TcCLB.510687.20	1279	1679	1318	1314
TcCLB.510687.10	2289	3559	2305	1997
TcCLB.507053.209	3552	4959	3205	2878
TcCLB.507053.200	386	572	386	363
TcCLB.507053.190	1124	1559	987	1053
TcCLB.507053.180	4342	6115	3950	4051
TcCLB.507053.170	725	1003	663	574
TcCLB.507053.160	3300	4367	2353	2203
TcCLB.507053.150	2410	3076	2242	2072
TcCLB.507053.140	806	1120	798	726
TcCLB.507053.130	1236	1789	1540	1490
TcCLB.507053.120	1247	1700	1279	1252
TcCLB.507053.110	3151	4646	2888	2752
TcCLB.507053.100	2758	3796	2913	2881
TcCLB.507053.90	1791	2522	1614	1544
TcCLB.507053.80	979	1265	994	930
TcCLB.507053.70	746	1047	735	804
TcCLB.507053.60	2285	2948	2167	2190
TcCLB.507053.50	1523	2119	1710	1561
TcCLB.507053.40	3069	4008	2840	2813
TcCLB.507053.30	1570	2187	1721	1688
TcCLB.507053.20	826	1197	870	757
TcCLB.507053.10	1414	1952	1414	1499
TcCLB.508257.260	4352	6004	4424	4192
TcCLB.508257.250	4339	6167	4331	4101
TcCLB.508257.244	433	596	448	424
TcCLB.508257.240	904	1281	1052	998
TcCLB.508257.230	3798	5560	3957	3591
TcCLB.508257.220	3059	4062	2374	2257
TcCLB.508257.210	2548	3625	2421	2401
TcCLB.508257.204	893	1223	870	898
TcCLB.508257.200	2270	3020	2272	2156
TcCLB.508257.190	902	1295	965	900
TcCLB.508257.180	1215	1493	997	936
TcCLB.508257.170	8822	12500	7639	6943
TcCLB.508257.160	2330	3256	2179	2122
TcCLB.508257.150	775	1109	869	825
TcCLB.508257.140	1110	1418	1068	979
TcCLB.508257.130	603	749	648	606
TcCLB.508257.120	1139	1693	1289	1212
TcCLB.508257.110	1110	1788	1320	1299
TcCLB.508257.104	639	866	701	638
TcCLB.508257.100	711	944	808	773
TcCLB.508257.90	541	749	670	708
TcCLB.508257.80	2166	2886	1990	1819
TcCLB.508257.70	8721	11967	6519	6197
TcCLB.508257.60	628	838	656	634
TcCLB.508257.50	555	788	713	673
TcCLB.508257.40	1887	2530	1952	1746
TcCLB.508257.30	2270	3056	2233	2317
TcCLB.508257.10	860	1178	796	795
TcCLB.503929.79	489	678	454	398
TcCLB.503929.70	479	629	520	431
TcCLB.503929.60	760	933	713	604
TcCLB.503929.50	872	1131	773	787
TcCLB.503929.40	498	661	546	514
TcCLB.503929.30	2282	2888	2205	1986
TcCLB.503929.20	602	691	507	518
TcCLB.503929.10	3599	4853	3022	2900
TcCLB.503929.5	492	596	471	404
TcCLB.507251.10	72	84	92	118
TcCLB.507251.20	20826	27420	28084	27073
TcCLB.507251.30	2309	3270	2224	2177
TcCLB.506705.70	0	0	0	0
TcCLB.506705.60	1990	2664	1763	1652
TcCLB.506705.50	2159	2751	1778	1585
TcCLB.506705.40	989	1210	925	834
TcCLB.506705.30	688	871	715	623
TcCLB.506705.20	1024	1375	1146	1150
TcCLB.506705.10	1300	1824	1333	1243
TcCLB.508695.30	1219	1536	1145	1110
TcCLB.508695.20	2411	2981	2389	2331
TcCLB.508695.10	493	612	381	363
TcCLB.508693.199	2110	2595	1686	1541
TcCLB.508693.190	3620	5355	6747	7111
TcCLB.508693.180	2846	3728	2282	2308
TcCLB.508693.170	798	1006	672	649
TcCLB.508693.160	1330	1656	1216	1228
TcCLB.508693.150	2861	3429	2486	2358
TcCLB.508693.140	0	0	1	0
TcCLB.508693.130	0	0	1	0
TcCLB.508693.120	0	0	0	1
TcCLB.508693.110	0	0	0	1
TcCLB.508693.100	0	0	0	0
TcCLB.508693.90	2225	2851	1761	1794
TcCLB.508693.84	869	1140	847	821
TcCLB.508693.80	2505	3236	1862	1880
TcCLB.508693.70	2601	3499	2409	2375
TcCLB.508693.60	1087	1509	1023	968
TcCLB.508693.50	11705	14793	13359	12786
TcCLB.508693.40	1612	2157	1676	1695
TcCLB.508693.30	2030	2960	1934	1840
TcCLB.508693.20	4834	7486	5463	5989
TcCLB.508693.10	1542	2137	1336	1292
TcCLB.495369.10	0	0	0	0
TcCLB.508691.20	81	105	69	74
TcCLB.508691.10	0	0	0	0
TcCLB.511003.221	527	698	428	431
TcCLB.511003.210	29	35	29	25
TcCLB.511003.200	11	11	12	11
TcCLB.511003.190	1012	1298	958	1051
TcCLB.511003.180	495	703	444	453
TcCLB.511003.170	547	800	640	629
TcCLB.511003.160	5781	8244	1831	1650
TcCLB.511003.150	3058	4292	2362	2273
TcCLB.511003.140	1196	1585	848	831
TcCLB.511003.130	544	804	595	592
TcCLB.511003.120	491	691	474	442
TcCLB.511003.110	1804	2194	1324	1169
TcCLB.511003.100	1371	1821	1425	1398
TcCLB.511003.90	848	1154	844	801
TcCLB.511003.80	2489	3577	2608	2550
TcCLB.511003.70	693	831	711	657
TcCLB.511003.60	3212	4356	2614	2429
TcCLB.511003.50	2125	2936	1960	1966
TcCLB.511003.40	1081	1402	914	886
TcCLB.511003.30	7395	10521	6251	5903
TcCLB.511003.10	1509	2047	1033	1064
TcCLB.481729.20	461	586	404	379
TcCLB.481729.10	790	1089	786	742
TcCLB.504013.11	32359	44540	39310	38071
TcCLB.504013.20	1001	1375	948	857
TcCLB.504013.30	928	1252	1073	1038
TcCLB.504013.40	3731	5004	3061	3046
TcCLB.504013.50	1399	2004	1344	1302
TcCLB.504013.55	858	1201	839	832
TcCLB.504013.60	6286	9340	7452	7456
TcCLB.504013.70	2534	3626	2350	2457
TcCLB.504013.90	2565	3586	2645	2421
TcCLB.504013.100	12183	16998	16186	16369
TcCLB.504013.110	321	457	336	401
TcCLB.503923.10	1485	1934	1512	1477
TcCLB.503923.20	1421	1809	1229	1160
TcCLB.503923.30	1097	1485	1112	1103
TcCLB.503923.40	308	405	388	382
TcCLB.503923.50	3182	4355	2973	2672
TcCLB.508689.50	613	815	487	505
TcCLB.508689.40	3065	4363	2950	2992
TcCLB.508689.30	1923	2776	1883	1856
TcCLB.508689.20	4168	5609	4443	4817
TcCLB.508689.10	4015	5750	4258	3871
TcCLB.508689.5	1123	1374	1006	1029
TcCLB.506559.559	392	597	859	814
TcCLB.506559.550	5946	7749	6167	6254
TcCLB.506559.540	3475	4228	3125	2987
TcCLB.506559.530	2	1	1	1
TcCLB.506559.524	141	208	171	191
TcCLB.506559.517	2112	2825	2102	1929
TcCLB.506559.510	387	512	396	376
TcCLB.506559.500	2175	2575	1971	1907
TcCLB.506559.490	255	311	267	258
TcCLB.506559.484	309	438	305	291
TcCLB.506559.480	225	306	256	243
TcCLB.506559.470	10637	14285	12908	12777
TcCLB.506559.460	630	787	666	591
TcCLB.506559.454	2312	3090	2415	2243
TcCLB.506559.450	591	668	556	533
TcCLB.506559.440	2322	3157	1965	1931
TcCLB.506559.434	1349	1746	1082	1043
TcCLB.506559.430	2368	3514	2359	2229
TcCLB.506559.420	3213	4177	2934	2834
TcCLB.506559.410	3428	4366	2628	2665
TcCLB.506559.400	965	1286	784	706
TcCLB.506559.380	1108	1610	1111	1070
TcCLB.506559.370	928	1324	1405	1417
TcCLB.506559.364	4416	6240	5363	5224
TcCLB.506559.360	2250	3117	2089	2104
TcCLB.506559.350	8439	11039	6729	6492
TcCLB.506559.330	658	893	679	651
TcCLB.506559.320	1498	1913	1449	1425
TcCLB.506559.314	358	457	316	275
TcCLB.506559.310	1592	2085	1640	1486
TcCLB.506559.300	2956	3993	2667	2720
TcCLB.506559.290	1981	2632	1826	1806
TcCLB.506559.280	1749	2463	1758	1565
TcCLB.506559.270	1975	2796	1771	1668
TcCLB.506559.260	1717	2376	1687	1621
TcCLB.506559.250	1885	2747	1907	1959
TcCLB.506559.240	2080	2916	1812	1746
TcCLB.506559.230	383	483	257	277
TcCLB.506559.220	1562	2088	1363	1217
TcCLB.506559.210	1906	2498	1743	1660
TcCLB.506559.205	1362	1957	1334	1370
TcCLB.506559.200	3970	5570	3251	3183
TcCLB.506559.190	2064	2803	1890	1866
TcCLB.506559.180	2675	3629	2364	2210
TcCLB.506559.170	1346	1816	1260	1254
TcCLB.506559.148	917	1214	1005	917
TcCLB.506559.129	2707	3989	2994	2995
TcCLB.506559.110	1121	1562	1106	1095
TcCLB.506559.100	1471	2158	1439	1348
TcCLB.506559.80	573	814	547	593
TcCLB.506559.70	2858	3792	2791	2785
TcCLB.506559.59	3024	4133	3633	3884
TcCLB.506559.50	1281	1800	1229	1166
TcCLB.506559.40	1760	2465	1481	1528
TcCLB.506559.30	1037	1440	837	768
TcCLB.506559.20	1785	2491	1818	1755
TcCLB.506559.10	1350	1937	1430	1438
TcCLB.506559.4	1192	1742	1322	1325
TcCLB.508051.40	871	1344	1041	1080
TcCLB.508051.30	2227	3092	1839	1871
TcCLB.508051.20	4913	6954	4442	4467
TcCLB.508051.10	2910	4000	2306	2264
TcCLB.483183.10	2	6	3	6
TcCLB.473709.10	4	3	1	3
TcCLB.510097.10	0	0	1	0
TcCLB.508027.30	1933	2308	1750	1469
TcCLB.508027.40	13831	18615	12272	11171
TcCLB.508027.50	895	1221	883	856
TcCLB.508027.60	1118	1716	1080	1024
TcCLB.508027.70	1708	2509	1625	1622
TcCLB.508027.80	3038	4363	2757	2722
TcCLB.508027.90	1788	2653	1732	1767
TcCLB.508027.94	1082	1489	1153	1118
TcCLB.508027.100	1824	2578	1676	1623
TcCLB.508027.110	1477	1843	1654	1644
TcCLB.508027.120	1777	2484	1853	1825
TcCLB.508027.129	645	932	668	645
TcCLB.508029.10	1268	1812	1419	1390
TcCLB.508029.20	1386	1880	1191	1232
TcCLB.508029.30	3071	4461	2751	2493
TcCLB.508029.40	594	903	567	526
TcCLB.508029.50	157	223	189	176
TcCLB.508029.59	0	8	9	7
TcCLB.504199.30	1252	1833	1233	1167
TcCLB.504199.20	6855	9705	7948	8220
TcCLB.504199.10	3313	4694	3390	3393
TcCLB.504199.4	0	1	0	0
TcCLB.510099.10	1696	2559	2034	2167
TcCLB.510099.20	1214	1588	1131	1073
TcCLB.510099.30	2049	2929	2044	2050
TcCLB.510099.40	685	945	720	741
TcCLB.510099.50	2034	2871	1994	1993
TcCLB.510099.60	1977	2740	1804	1640
